,,,,,,,,
,,,,,ZipCode,Forecast_Month,Forecast_Rent,Volatility
,,,,,66030,3,1481.3,5.68
,,,,,66030,6,1499.89,5.68
,,,,,66030,9,1516.51,5.68
,,,,,66030,12,1533.07,5.68
,,,,,66044,3,1433.43,16.09
,,,,,66044,6,1449.41,16.09
,,,,,66044,9,1465.43,16.09
,,,,,66044,12,1473.73,16.09
,,,,,66046,3,1323.16,13.19
,,,,,66046,6,1313.83,13.19
,,,,,66046,9,1314.46,13.19
,,,,,66046,12,1323.54,13.19
,,,,,66047,3,1363.76,5.94
,,,,,66047,6,1393.52,5.94
,,,,,66047,9,1414.66,5.94
,,,,,66047,12,1432.35,5.94
,,,,,66048,3,1200.86,6.34
,,,,,66048,6,1220.11,6.34
,,,,,66048,9,1238.81,6.34
,,,,,66048,12,1251.67,6.34
,,,,,66049,3,1746.3,11.57
,,,,,66049,6,1822.99,11.57
,,,,,66049,9,1867.96,11.57
,,,,,66049,12,1933.31,11.57
,,,,,66061,3,1724.8,18.87
,,,,,66061,6,1746.11,18.87
,,,,,66061,9,1755.35,18.87
,,,,,66061,12,1761.84,18.87
,,,,,66062,3,1699.7,9.13
,,,,,66062,6,1715.8,9.13
,,,,,66062,9,1731.09,9.13
,,,,,66062,12,1744.91,9.13
,,,,,66103,3,1206.56,5.78
,,,,,66103,6,1218.26,5.78
,,,,,66103,9,1226.8,5.78
,,,,,66103,12,1246.28,5.78
,,,,,66109,3,1448.97,14.8
,,,,,66109,6,1452.93,14.8
,,,,,66109,9,1468.48,14.8
,,,,,66109,12,1493.94,14.8
,,,,,66112,3,1025.09,21
,,,,,66112,6,1041.11,21
,,,,,66112,9,1093.14,21
,,,,,66112,12,1089.16,21
,,,,,66202,3,1499.36,15.83
,,,,,66202,6,1530.17,15.83
,,,,,66202,9,1547.81,15.83
,,,,,66202,12,1590.48,15.83
,,,,,66204,3,1684.62,12.01
,,,,,66204,6,1716.71,12.01
,,,,,66204,9,1733.09,12.01
,,,,,66204,12,1755.88,12.01
,,,,,66207,3,1938.42,18.27
,,,,,66207,6,1977.61,18.27
,,,,,66207,9,2034.54,18.27
,,,,,66207,12,2050.76,18.27
,,,,,66208,3,2147.22,17.96
,,,,,66208,6,2179.82,17.96
,,,,,66208,9,2211.5,17.96
,,,,,66208,12,2245,17.96
,,,,,66210,3,1604.16,10.08
,,,,,66210,6,1626.19,10.08
,,,,,66210,9,1636.18,10.08
,,,,,66210,12,1652.98,10.08
,,,,,66212,3,1749.46,15.95
,,,,,66212,6,1768.29,15.95
,,,,,66212,9,1803.98,15.95
,,,,,66212,12,1833.95,15.95
,,,,,66213,3,1754.62,14.43
,,,,,66213,6,1764.2,14.43
,,,,,66213,9,1774.81,14.43
,,,,,66213,12,1789.24,14.43
,,,,,66214,3,1245.55,12.55
,,,,,66214,6,1242.88,12.55
,,,,,66214,9,1249.93,12.55
,,,,,66214,12,1272.15,12.55
,,,,,66215,3,1517.22,8.04
,,,,,66215,6,1539.53,8.04
,,,,,66215,9,1557.4,8.04
,,,,,66215,12,1573.74,8.04
,,,,,66216,3,1734.01,16.92
,,,,,66216,6,1725.76,16.92
,,,,,66216,9,1748.55,16.92
,,,,,66216,12,1768.41,16.92
,,,,,66219,3,1576.58,5.22
,,,,,66219,6,1573.14,5.22
,,,,,66219,9,1570.81,5.22
,,,,,66219,12,1593.89,5.22
,,,,,66221,3,1925.57,0
,,,,,66221,6,1925.57,0
,,,,,66221,9,1925.57,0
,,,,,66221,12,1925.57,0
,,,,,66223,3,1907.47,11.03
,,,,,66223,6,1950.9,11.03
,,,,,66223,9,1966.59,11.03
,,,,,66223,12,2001.98,11.03
,,,,,66441,3,1125.98,5.85
,,,,,66441,6,1131.77,5.85
,,,,,66441,9,1142.25,5.85
,,,,,66441,12,1152.13,5.85
,,,,,66502,3,1165.21,3.54
,,,,,66502,6,1169.42,3.54
,,,,,66502,9,1173.17,3.54
,,,,,66502,12,1178.59,3.54
,,,,,66503,3,1366.66,19.28
,,,,,66503,6,1369.01,19.28
,,,,,66503,9,1350.98,19.28
,,,,,66503,12,1351.85,19.28
,,,,,66604,3,1121.71,12.43
,,,,,66604,6,1158.73,12.43
,,,,,66604,9,1155.8,12.43
,,,,,66604,12,1171.9,12.43
,,,,,66614,3,1383.88,7.08
,,,,,66614,6,1389.73,7.08
,,,,,66614,9,1430.88,7.08
,,,,,66614,12,1449.94,7.08
,,,,,67002,3,1846.18,10.33
,,,,,67002,6,1858.27,10.33
,,,,,67002,9,1865.82,10.33
,,,,,67002,12,1919.38,10.33
,,,,,67037,3,1326.21,9.36
,,,,,67037,6,1344.41,9.36
,,,,,67037,9,1338.69,9.36
,,,,,67037,12,1348.23,9.36
,,,,,67203,3,1126.95,10.89
,,,,,67203,6,1135.54,10.89
,,,,,67203,9,1145.67,10.89
,,,,,67203,12,1154.03,10.89
,,,,,67204,3,1220.84,4.84
,,,,,67204,6,1220.84,4.84
,,,,,67204,9,1220.84,4.84
,,,,,67204,12,1238.34,4.84
,,,,,67205,3,1419.12,7
,,,,,67205,6,1419.1,7
,,,,,67205,9,1441.25,7
,,,,,67205,12,1435.15,7
,,,,,67206,3,1076.24,12.13
,,,,,67206,6,1073.27,12.13
,,,,,67206,9,1080.17,12.13
,,,,,67206,12,1055.85,12.13
,,,,,67207,3,1306.33,11.35
,,,,,67207,6,1324.75,11.35
,,,,,67207,9,1339.35,11.35
,,,,,67207,12,1365.87,11.35
,,,,,67208,3,1038.47,7.05
,,,,,67208,6,1047.76,7.05
,,,,,67208,9,1058.41,7.05
,,,,,67208,12,1067.29,7.05
,,,,,67211,3,955.79,16.21
,,,,,67211,6,958.79,16.21
,,,,,67211,9,967.4,16.21
,,,,,67211,12,981.07,16.21
,,,,,67212,3,1289.91,10.49
,,,,,67212,6,1304.72,10.49
,,,,,67212,9,1318.28,10.49
,,,,,67212,12,1339.47,10.49
,,,,,67213,3,922.04,6.5
,,,,,67213,6,927.41,6.5
,,,,,67213,9,938.75,6.5
,,,,,67213,12,947.83,6.5
,,,,,67214,3,832.06,11.05
,,,,,67214,6,851.19,11.05
,,,,,67214,9,885.56,11.05
,,,,,67214,12,890.98,11.05
,,,,,67216,3,1006.03,22.56
,,,,,67216,6,1019.95,22.56
,,,,,67216,9,1022.09,22.56
,,,,,67216,12,1069.94,22.56
,,,,,67217,3,1056.58,9.17
,,,,,67217,6,1057.55,9.17
,,,,,67217,9,1070.21,9.17
,,,,,67217,12,1073.5,9.17
,,,,,67218,3,1067.94,7.42
,,,,,67218,6,1071.92,7.42
,,,,,67218,9,1079.22,7.42
,,,,,67218,12,1087.61,7.42
,,,,,67219,3,1239.87,8.47
,,,,,67219,6,1255.1,8.47
,,,,,67219,9,1283.02,8.47
,,,,,67219,12,1275.52,8.47
,,,,,67226,3,1296.24,6.71
,,,,,67226,6,1296.25,6.71
,,,,,67226,9,1288.83,6.71
,,,,,67226,12,1325.87,6.71
,,,,,67401,3,1044.94,6.21
,,,,,67401,6,1042.23,6.21
,,,,,67401,9,1039.05,6.21
,,,,,67401,12,1048.11,6.21
,,,,,67501,3,736.96,5.26
,,,,,67501,6,742.96,5.26
,,,,,67501,9,749.9,5.26
,,,,,67501,12,757.19,5.26
,,,,,68005,3,1257.04,8.74
,,,,,68005,6,1288.15,8.74
,,,,,68005,9,1297.76,8.74
,,,,,68005,12,1319.78,8.74
,,,,,68022,3,1762.88,7.96
,,,,,68022,6,1785.69,7.96
,,,,,68022,9,1803.81,7.96
,,,,,68022,12,1825.14,7.96
,,,,,68025,3,1182.49,6.95
,,,,,68025,6,1209.33,6.95
,,,,,68025,9,1226.01,6.95
,,,,,68025,12,1235.83,6.95
,,,,,68046,3,1454.15,15.72
,,,,,68046,6,1458.75,15.72
,,,,,68046,9,1474.73,15.72
,,,,,68046,12,1474.59,15.72
,,,,,68102,3,1226.85,4.83
,,,,,68102,6,1232.41,4.83
,,,,,68102,9,1238.25,4.83
,,,,,68102,12,1243.89,4.83
,,,,,68104,3,1410.97,16.87
,,,,,68104,6,1428.59,16.87
,,,,,68104,9,1447.59,16.87
,,,,,68104,12,1477.42,16.87
,,,,,68105,3,1156.71,5.17
,,,,,68105,6,1175.26,5.17
,,,,,68105,9,1191.73,5.17
,,,,,68105,12,1208.46,5.17
,,,,,68106,3,1778.15,7.37
,,,,,68106,6,1808.9,7.37
,,,,,68106,9,1834.56,7.37
,,,,,68106,12,1854.23,7.37
,,,,,68108,3,1326.53,16.23
,,,,,68108,6,1344.58,16.23
,,,,,68108,9,1337.11,16.23
,,,,,68108,12,1366.04,16.23
,,,,,68111,3,1263.96,17.32
,,,,,68111,6,1298.08,17.32
,,,,,68111,9,1315.92,17.32
,,,,,68111,12,1342.33,17.32
,,,,,68114,3,1376.16,11.43
,,,,,68114,6,1384.39,11.43
,,,,,68114,9,1382.16,11.43
,,,,,68114,12,1397.4,11.43
,,,,,68116,3,1884.23,7.03
,,,,,68116,6,1904.97,7.03
,,,,,68116,9,1926.93,7.03
,,,,,68116,12,1941.23,7.03
,,,,,68123,3,1420.95,5.8
,,,,,68123,6,1428.6,5.8
,,,,,68123,9,1436.37,5.8
,,,,,68123,12,1441.64,5.8
,,,,,68124,3,1513.17,13.21
,,,,,68124,6,1497.82,13.21
,,,,,68124,9,1539.23,13.21
,,,,,68124,12,1514.76,13.21
,,,,,68127,3,1095.84,3.56
,,,,,68127,6,1104.97,3.56
,,,,,68127,9,1112.01,3.56
,,,,,68127,12,1117.31,3.56
,,,,,68128,3,1263.42,6.78
,,,,,68128,6,1266.63,6.78
,,,,,68128,9,1274.41,6.78
,,,,,68128,12,1285.02,6.78
,,,,,68130,3,1539.06,13.25
,,,,,68130,6,1578.81,13.25
,,,,,68130,9,1569.33,13.25
,,,,,68130,12,1582.26,13.25
,,,,,68131,3,1169.49,6.22
,,,,,68131,6,1175.57,6.22
,,,,,68131,9,1189.35,6.22
,,,,,68131,12,1197.64,6.22
,,,,,68132,3,1167.33,9.64
,,,,,68132,6,1179.35,9.64
,,,,,68132,9,1189.05,9.64
,,,,,68132,12,1197.93,9.64
,,,,,68134,3,1170.91,7.06
,,,,,68134,6,1189.62,7.06
,,,,,68134,9,1200.09,7.06
,,,,,68134,12,1201.27,7.06
,,,,,68135,3,1848.38,7.91
,,,,,68135,6,1874.43,7.91
,,,,,68135,9,1893.34,7.91
,,,,,68135,12,1907.06,7.91
,,,,,68136,3,1883.37,10.42
,,,,,68136,6,1884.42,10.42
,,,,,68136,9,1884.88,10.42
,,,,,68136,12,1908.94,10.42
,,,,,68137,3,1788.37,14.59
,,,,,68137,6,1796.43,14.59
,,,,,68137,9,1814.93,14.59
,,,,,68137,12,1822.31,14.59
,,,,,68138,3,1455.2,6.92
,,,,,68138,6,1468.17,6.92
,,,,,68138,9,1484.01,6.92
,,,,,68138,12,1506.51,6.92
,,,,,68144,3,1543.24,8.24
,,,,,68144,6,1558.32,8.24
,,,,,68144,9,1571.7,8.24
,,,,,68144,12,1579.83,8.24
,,,,,68154,3,1200.09,4.26
,,,,,68154,6,1198.69,4.26
,,,,,68154,9,1204.29,4.26
,,,,,68154,12,1212.59,4.26
,,,,,68164,3,1325.15,5.25
,,,,,68164,6,1333.89,5.25
,,,,,68164,9,1338.21,5.25
,,,,,68164,12,1343.63,5.25
,,,,,68502,3,884.32,3.08
,,,,,68502,6,891.78,3.08
,,,,,68502,9,897.14,3.08
,,,,,68502,12,903.92,3.08
,,,,,68503,3,1079.28,7.61
,,,,,68503,6,1087.61,7.61
,,,,,68503,9,1096.11,7.61
,,,,,68503,12,1107.44,7.61
,,,,,68504,3,1176.97,3.83
,,,,,68504,6,1192.53,3.83
,,,,,68504,9,1208.35,3.83
,,,,,68504,12,1222.72,3.83
,,,,,68505,3,1300.01,6.87
,,,,,68505,6,1314.24,6.87
,,,,,68505,9,1335.55,6.87
,,,,,68505,12,1335.97,6.87
,,,,,68506,3,1178.21,7.07
,,,,,68506,6,1186.48,7.07
,,,,,68506,9,1192.54,7.07
,,,,,68506,12,1198.7,7.07
,,,,,68507,3,1708.86,7.15
,,,,,68507,6,1759.33,7.15
,,,,,68507,9,1810.78,7.15
,,,,,68507,12,1891.22,7.15
,,,,,68508,3,741.97,6.19
,,,,,68508,6,747.73,6.19
,,,,,68508,9,750.66,6.19
,,,,,68508,12,756.97,6.19
,,,,,68510,3,982.05,6.15
,,,,,68510,6,988.41,6.15
,,,,,68510,9,1013.89,6.15
,,,,,68510,12,1023.71,6.15
,,,,,68512,3,1554.14,13.13
,,,,,68512,6,1563,13.13
,,,,,68512,9,1575.55,13.13
,,,,,68512,12,1586.12,13.13
,,,,,68516,3,1410.21,4.29
,,,,,68516,6,1425.31,4.29
,,,,,68516,9,1439.8,4.29
,,,,,68516,12,1453.37,4.29
,,,,,68521,3,1395.11,7.58
,,,,,68521,6,1402.17,7.58
,,,,,68521,9,1421.72,7.58
,,,,,68521,12,1440.82,7.58
,,,,,68522,3,1270.03,0.3
,,,,,68522,6,1270.03,0.3
,,,,,68522,9,1270.03,0.3
,,,,,68522,12,1268.94,0.3
,,,,,68526,3,1433.63,6.54
,,,,,68526,6,1460.21,6.54
,,,,,68526,9,1476.88,6.54
,,,,,68526,12,1493.09,6.54
,,,,,69101,3,887.54,4.94
,,,,,69101,6,899.41,4.94
,,,,,69101,9,907.47,4.94
,,,,,69101,12,921.65,4.94
,,,,,70001,3,1712,10.41
,,,,,70001,6,1725.24,10.41
,,,,,70001,9,1742.45,10.41
,,,,,70001,12,1746.66,10.41
,,,,,70002,3,1372.96,12.18
,,,,,70002,6,1373.73,12.18
,,,,,70002,9,1365.03,12.18
,,,,,70002,12,1357.38,12.18
,,,,,70003,3,1649.24,8.62
,,,,,70003,6,1650.44,8.62
,,,,,70003,9,1654.35,8.62
,,,,,70003,12,1682.17,8.62
,,,,,70005,3,1819.74,14.96
,,,,,70005,6,1846.41,14.96
,,,,,70005,9,1874.15,14.96
,,,,,70005,12,1896.57,14.96
,,,,,70043,3,1401.17,12.42
,,,,,70043,6,1400.16,12.42
,,,,,70043,9,1446.85,12.42
,,,,,70043,12,1450.33,12.42
,,,,,70058,3,1343.13,8.05
,,,,,70058,6,1343.1,8.05
,,,,,70058,9,1382.55,8.05
,,,,,70058,12,1393.68,8.05
,,,,,70065,3,1746,14.98
,,,,,70065,6,1760.41,14.98
,,,,,70065,9,1777.75,14.98
,,,,,70065,12,1805.98,14.98
,,,,,70072,3,1516.68,21.21
,,,,,70072,6,1512.39,21.21
,,,,,70072,9,1467.74,21.21
,,,,,70072,12,1492.66,21.21
,,,,,70094,3,1338.47,0
,,,,,70094,6,1338.47,0
,,,,,70094,9,1338.47,0
,,,,,70094,12,1338.47,0
,,,,,70112,3,1860.5,9.78
,,,,,70112,6,1866.22,9.78
,,,,,70112,9,1874.09,9.78
,,,,,70112,12,1879.67,9.78
,,,,,70113,3,1591.14,25.62
,,,,,70113,6,1592.36,25.62
,,,,,70113,9,1597.82,25.62
,,,,,70113,12,1606.43,25.62
,,,,,70114,3,1525.89,13
,,,,,70114,6,1521.92,13
,,,,,70114,9,1532.72,13
,,,,,70114,12,1527.1,13
,,,,,70115,3,1612.33,6.75
,,,,,70115,6,1624.01,6.75
,,,,,70115,9,1631.05,6.75
,,,,,70115,12,1641.32,6.75
,,,,,70116,3,1746.73,17.93
,,,,,70116,6,1743.84,17.93
,,,,,70116,9,1748.71,17.93
,,,,,70116,12,1749.02,17.93
,,,,,70117,3,1490.16,11.56
,,,,,70117,6,1497.4,11.56
,,,,,70117,9,1515.26,11.56
,,,,,70117,12,1525.91,11.56
,,,,,70118,3,1673.32,8.02
,,,,,70118,6,1692.14,8.02
,,,,,70118,9,1706.59,8.02
,,,,,70118,12,1714.41,8.02
,,,,,70119,3,1620.96,5.38
,,,,,70119,6,1628.48,5.38
,,,,,70119,9,1644.46,5.38
,,,,,70119,12,1650.87,5.38
,,,,,70122,3,1556.8,19.05
,,,,,70122,6,1570.14,19.05
,,,,,70122,9,1581.54,19.05
,,,,,70122,12,1591.54,19.05
,,,,,70123,3,1625.53,14.28
,,,,,70123,6,1656.92,14.28
,,,,,70123,9,1643.7,14.28
,,,,,70123,12,1644.18,14.28
,,,,,70124,3,1960.63,11.32
,,,,,70124,6,1974.88,11.32
,,,,,70124,9,1989.8,11.32
,,,,,70124,12,2007.59,11.32
,,,,,70125,3,1635.79,8.34
,,,,,70125,6,1646.11,8.34
,,,,,70125,9,1653.19,8.34
,,,,,70125,12,1654.53,8.34
,,,,,70126,3,1470.75,10.4
,,,,,70126,6,1471.27,10.4
,,,,,70126,9,1471.53,10.4
,,,,,70126,12,1480.26,10.4
,,,,,70130,3,1723.03,9
,,,,,70130,6,1738,9
,,,,,70130,9,1746.52,9
,,,,,70130,12,1761.26,9
,,,,,70131,3,1541.22,11.18
,,,,,70131,6,1550.18,11.18
,,,,,70131,9,1594.49,11.18
,,,,,70131,12,1601.67,11.18
,,,,,70301,3,1369.01,12.54
,,,,,70301,6,1370.02,12.54
,,,,,70301,9,1377.37,12.54
,,,,,70301,12,1379.17,12.54
,,,,,70360,3,1281.55,10.94
,,,,,70360,6,1288.17,10.94
,,,,,70360,9,1281.56,10.94
,,,,,70360,12,1328.34,10.94
,,,,,70401,3,1034.37,6.53
,,,,,70401,6,1063.57,6.53
,,,,,70401,9,1066.02,6.53
,,,,,70401,12,1057.24,6.53
,,,,,70403,3,1303.21,8.49
,,,,,70403,6,1312.22,8.49
,,,,,70403,9,1321.58,8.49
,,,,,70403,12,1311.67,8.49
,,,,,70433,3,1542.43,8.85
,,,,,70433,6,1545.19,8.85
,,,,,70433,9,1547,8.85
,,,,,70433,12,1556.04,8.85
,,,,,70448,3,1823.74,13.63
,,,,,70448,6,1838.71,13.63
,,,,,70448,9,1830.53,13.63
,,,,,70448,12,1860.27,13.63
,,,,,70454,3,1525.1,14.54
,,,,,70454,6,1564.86,14.54
,,,,,70454,9,1587,14.54
,,,,,70454,12,1612.68,14.54
,,,,,70458,3,1506.89,15.83
,,,,,70458,6,1514.46,15.83
,,,,,70458,9,1525.86,15.83
,,,,,70458,12,1535.52,15.83
,,,,,70460,3,1632.15,16.61
,,,,,70460,6,1652.03,16.61
,,,,,70460,9,1648.28,16.61
,,,,,70460,12,1659.24,16.61
,,,,,70461,3,1693.75,14.34
,,,,,70461,6,1696.96,14.34
,,,,,70461,9,1701.34,14.34
,,,,,70461,12,1701.63,14.34
,,,,,70471,3,1393.22,8.5
,,,,,70471,6,1386.39,8.5
,,,,,70471,9,1385.39,8.5
,,,,,70471,12,1379.16,8.5
,,,,,70501,3,1061.02,10.36
,,,,,70501,6,1067.76,10.36
,,,,,70501,9,1072.45,10.36
,,,,,70501,12,1078.16,10.36
,,,,,70503,3,1272.97,9.16
,,,,,70503,6,1287.2,9.16
,,,,,70503,9,1295.08,9.16
,,,,,70503,12,1303.32,9.16
,,,,,70506,3,1299.55,4.39
,,,,,70506,6,1307.27,4.39
,,,,,70506,9,1321.2,4.39
,,,,,70506,12,1327.4,4.39
,,,,,70508,3,1388.4,12.63
,,,,,70508,6,1401.95,12.63
,,,,,70508,9,1404.91,12.63
,,,,,70508,12,1418.01,12.63
,,,,,70592,3,1841.08,20.27
,,,,,70592,6,1913.68,20.27
,,,,,70592,9,1937.61,20.27
,,,,,70592,12,1958.37,20.27
,,,,,70601,3,933.76,9.44
,,,,,70601,6,925.62,9.44
,,,,,70601,9,922.57,9.44
,,,,,70601,12,919.86,9.44
,,,,,70605,3,1037.28,6.81
,,,,,70605,6,1026.86,6.81
,,,,,70605,9,1027.02,6.81
,,,,,70605,12,1028.94,6.81
,,,,,70607,3,1088.13,12.9
,,,,,70607,6,1082.13,12.9
,,,,,70607,9,1087.15,12.9
,,,,,70607,12,1083.63,12.9
,,,,,70663,3,1093.51,10.38
,,,,,70663,6,1098.3,10.38
,,,,,70663,9,1109.41,10.38
,,,,,70663,12,1130.85,10.38
,,,,,70726,3,1440.64,10.8
,,,,,70726,6,1456.83,10.8
,,,,,70726,9,1464.85,10.8
,,,,,70726,12,1459.86,10.8
,,,,,70769,3,1942.07,7.9
,,,,,70769,6,1944.87,7.9
,,,,,70769,9,1952.51,7.9
,,,,,70769,12,1968.5,7.9
,,,,,70791,3,1640.95,11.24
,,,,,70791,6,1613.36,11.24
,,,,,70791,9,1645.16,11.24
,,,,,70791,12,1626.55,11.24
,,,,,70802,3,1091.41,8.17
,,,,,70802,6,1093.46,8.17
,,,,,70802,9,1098.97,8.17
,,,,,70802,12,1104.74,8.17
,,,,,70806,3,1210.4,12.4
,,,,,70806,6,1209.65,12.4
,,,,,70806,9,1216.39,12.4
,,,,,70806,12,1228.05,12.4
,,,,,70808,3,1317.61,15.23
,,,,,70808,6,1335.96,15.23
,,,,,70808,9,1337,15.23
,,,,,70808,12,1333.09,15.23
,,,,,70809,3,1354.58,9.23
,,,,,70809,6,1366.55,9.23
,,,,,70809,9,1374.15,9.23
,,,,,70809,12,1385.66,9.23
,,,,,70810,3,1527.66,9.54
,,,,,70810,6,1539.22,9.54
,,,,,70810,9,1544.84,9.54
,,,,,70810,12,1548.29,9.54
,,,,,70816,3,1134.59,7.24
,,,,,70816,6,1141.7,7.24
,,,,,70816,9,1134.92,7.24
,,,,,70816,12,1138.04,7.24
,,,,,70817,3,1465.64,7.96
,,,,,70817,6,1468.17,7.96
,,,,,70817,9,1479.39,7.96
,,,,,70817,12,1476.9,7.96
,,,,,70820,3,1301.06,8.95
,,,,,70820,6,1308.66,8.95
,,,,,70820,9,1314.96,8.95
,,,,,70820,12,1322.3,8.95
,,,,,71104,3,978.67,8.8
,,,,,71104,6,980.34,8.8
,,,,,71104,9,999.59,8.8
,,,,,71104,12,1001.41,8.8
,,,,,71105,3,1224.57,6.5
,,,,,71105,6,1228.44,6.5
,,,,,71105,9,1230.24,6.5
,,,,,71105,12,1233.61,6.5
,,,,,71106,3,1246.37,22.2
,,,,,71106,6,1244.7,22.2
,,,,,71106,9,1247.38,22.2
,,,,,71106,12,1244.94,22.2
,,,,,71108,3,777.66,9.61
,,,,,71108,6,778.9,9.61
,,,,,71108,9,784.88,9.61
,,,,,71108,12,807.65,9.61
,,,,,71109,3,717.19,11.25
,,,,,71109,6,727.5,11.25
,,,,,71109,9,737.35,11.25
,,,,,71109,12,779.81,11.25
,,,,,71111,3,1430.52,4.45
,,,,,71111,6,1436.3,4.45
,,,,,71111,9,1439.17,4.45
,,,,,71111,12,1441.28,4.45
,,,,,71112,3,1346.88,7.75
,,,,,71112,6,1358.17,7.75
,,,,,71112,9,1362.88,7.75
,,,,,71112,12,1370.09,7.75
,,,,,71115,3,1595.41,6.59
,,,,,71115,6,1626.55,6.59
,,,,,71115,9,1623.03,6.59
,,,,,71115,12,1624.28,6.59
,,,,,71118,3,1293.76,29.24
,,,,,71118,6,1320.37,29.24
,,,,,71118,9,1321.31,29.24
,,,,,71118,12,1243.74,29.24
,,,,,71270,3,1058.58,7.4
,,,,,71270,6,1060.3,7.4
,,,,,71270,9,1063.44,7.4
,,,,,71270,12,1067.55,7.4
,,,,,71291,3,1124.24,8.92
,,,,,71291,6,1163.38,8.92
,,,,,71291,9,1186.88,8.92
,,,,,71291,12,1193.32,8.92
,,,,,71446,3,1118.19,15.12
,,,,,71446,6,1128.49,15.12
,,,,,71446,9,1135.2,15.12
,,,,,71446,12,1159.67,15.12
,,,,,71913,3,1486.44,7.11
,,,,,71913,6,1515.85,7.11
,,,,,71913,9,1560.78,7.11
,,,,,71913,12,1610.68,7.11
,,,,,72015,3,1229.2,7.97
,,,,,72015,6,1239.77,7.97
,,,,,72015,9,1254.25,7.97
,,,,,72015,12,1273.69,7.97
,,,,,72019,3,1551.3,14.53
,,,,,72019,6,1528.21,14.53
,,,,,72019,9,1575.15,14.53
,,,,,72019,12,1600.61,14.53
,,,,,72023,3,1390.43,8.85
,,,,,72023,6,1395.97,8.85
,,,,,72023,9,1408.53,8.85
,,,,,72023,12,1420.2,8.85
,,,,,72032,3,1345.29,10.52
,,,,,72032,6,1369.18,10.52
,,,,,72032,9,1391.44,10.52
,,,,,72032,12,1398.13,10.52
,,,,,72034,3,1356.53,7.19
,,,,,72034,6,1369.76,7.19
,,,,,72034,9,1384.27,7.19
,,,,,72034,12,1398.96,7.19
,,,,,72076,3,1100.12,8.49
,,,,,72076,6,1105.65,8.49
,,,,,72076,9,1108.33,8.49
,,,,,72076,12,1114.73,8.49
,,,,,72113,3,1329.9,9.14
,,,,,72113,6,1343.59,9.14
,,,,,72113,9,1366.74,9.14
,,,,,72113,12,1354.97,9.14
,,,,,72114,3,1062.62,7
,,,,,72114,6,1061.83,7
,,,,,72114,9,1062.95,7
,,,,,72114,12,1075.4,7
,,,,,72116,3,1051.98,7.88
,,,,,72116,6,1058.3,7.88
,,,,,72116,9,1060.45,7.88
,,,,,72116,12,1065.11,7.88
,,,,,72118,3,1143.56,11.69
,,,,,72118,6,1148.73,11.69
,,,,,72118,9,1153.82,11.69
,,,,,72118,12,1158.04,11.69
,,,,,72120,3,1344.73,12.01
,,,,,72120,6,1344.02,12.01
,,,,,72120,9,1355.05,12.01
,,,,,72120,12,1375.7,12.01
,,,,,72202,3,1098.32,17.01
,,,,,72202,6,1118.68,17.01
,,,,,72202,9,1126.55,17.01
,,,,,72202,12,1142.89,17.01
,,,,,72204,3,1081.68,7.33
,,,,,72204,6,1094.63,7.33
,,,,,72204,9,1106.04,7.33
,,,,,72204,12,1120,7.33
,,,,,72205,3,1157.4,4.69
,,,,,72205,6,1173.44,4.69
,,,,,72205,9,1187.91,4.69
,,,,,72205,12,1200.56,4.69
,,,,,72206,3,937.37,14.44
,,,,,72206,6,938.63,14.44
,,,,,72206,9,923.84,14.44
,,,,,72206,12,961.71,14.44
,,,,,72207,3,1233.45,12.07
,,,,,72207,6,1230.69,12.07
,,,,,72207,9,1264.01,12.07
,,,,,72207,12,1244.27,12.07
,,,,,72209,3,1047.54,6.9
,,,,,72209,6,1058.26,6.9
,,,,,72209,9,1073.4,6.9
,,,,,72209,12,1087.34,6.9
,,,,,72210,3,1353.69,0
,,,,,72210,6,1353.69,0
,,,,,72210,9,1353.69,0
,,,,,72210,12,1353.69,0
,,,,,72223,3,1198.9,10.23
,,,,,72223,6,1208.27,10.23
,,,,,72223,9,1221.79,10.23
,,,,,72223,12,1232.37,10.23
,,,,,72227,3,1162.09,9.03
,,,,,72227,6,1172.11,9.03
,,,,,72227,9,1176.81,9.03
,,,,,72227,12,1178.33,9.03
,,,,,72401,3,1021.93,4.54
,,,,,72401,6,1018.31,4.54
,,,,,72401,9,1027.08,4.54
,,,,,72401,12,1033.33,4.54
,,,,,72404,3,1362.72,9.93
,,,,,72404,6,1390.6,9.93
,,,,,72404,9,1382.08,9.93
,,,,,72404,12,1426.13,9.93
,,,,,72450,3,867.25,3.96
,,,,,72450,6,867.25,3.96
,,,,,72450,9,867.25,3.96
,,,,,72450,12,881.56,3.96
,,,,,72701,3,1378.41,4.6
,,,,,72701,6,1397.87,4.6
,,,,,72701,9,1419.05,4.6
,,,,,72701,12,1441.75,4.6
,,,,,72703,3,1461.6,7.37
,,,,,72703,6,1486.47,7.37
,,,,,72703,9,1506.43,7.37
,,,,,72703,12,1528.01,7.37
,,,,,72704,3,1693.24,12.34
,,,,,72704,6,1715.55,12.34
,,,,,72704,9,1729.49,12.34
,,,,,72704,12,1749.8,12.34
,,,,,72712,3,1670.83,11.22
,,,,,72712,6,1694.62,11.22
,,,,,72712,9,1717.56,11.22
,,,,,72712,12,1721.07,11.22
,,,,,72713,3,1576.23,13.44
,,,,,72713,6,1566.89,13.44
,,,,,72713,9,1568.56,13.44
,,,,,72713,12,1602.92,13.44
,,,,,72715,3,1712.6,0
